professor,content,class_level,rating,date
Bart Selman,"Somehow makes an interesting topic seem boring. Lectures were very dry. Hws and midterm were fairly easy. Don't know if I'm just stupid, but final seemed to be ridiculously hard. Like way harder than anything we had seen before. Would not recommend.", CS4700,"QUALITY
1.5
DIFFICULTY
4.0","Dec 13th, 2013"
Bart Selman,Very hard to understand., CS4700,"QUALITY
1.0
DIFFICULTY
1.0","Dec 29th, 2012"
Bart Selman,"One of the worst professors I've had at this school. Unorganized, consistently late, and somehow he manages to make everyone fall asleep while lecturing on an interesting topic.", CS4700,"QUALITY
1.0
DIFFICULTY
2.0","Oct 17th, 2012"
Bart Selman,"He's really into the subject, while the students not as much. Didn't go to lectures, didn't need to. Problem Sets from book, only need to read the book to understand. Midterm (only one) and final were pretty fair.", CS2800,"QUALITY
3.0
DIFFICULTY
2.0","Dec 23rd, 2010"
Bart Selman,He does a pretty good job of teaching the course actually. He makes a good effort at explaining and teaching a difficult subject., CS2800,"QUALITY
5.0
DIFFICULTY
3.0","Oct 11th, 2009"
Bart Selman,"I have been in this class for four classes, and havent learned one thing.", CS2800,"QUALITY
1.0
DIFFICULTY
3.0","Sep 5th, 2008"
Bart Selman,slow and boring. better read the book yourself., CS472,"QUALITY
1.5
DIFFICULTY
1.0","Mar 14th, 2008"
Bart Selman,"He took over the couse for 1 semester. i think he ruined the class. the stuff i knew how to do i knew it from other classes. i think skipped about 13-15 lectures, and got A+. if you just want a free A, and not learn anything and be screwed later, go for it.", CS280,"QUALITY
2.0
DIFFICULTY
1.0","Jan 3rd, 2008"
Bart Selman,Fall 1999. One of the easiest professors I have ever had teaching a class. I slept through almost every lecture and still got an A. 'nuff said., CS472,"QUALITY
5.0
DIFFICULTY
1.0","Jun 7th, 2005"
Bart Selman,"hard to understand, not very interested in teaching or students", CS472473,"QUALITY
1.5
DIFFICULTY
3.0","Mar 26th, 2003"
Bart Selman,Most teachers complain about students' cell phones ringing in class. This guy's phone goes off every day during lecture., CS472,"QUALITY
3.0
DIFFICULTY
3.0","Mar 22nd, 2003"
Bart Selman,472 was one of the most boring classes I've ever taken. (But it was an easy A), CS472,"QUALITY
1.5
DIFFICULTY
3.0","Mar 1st, 2003"
Bart Selman,"Selman is self-absorbed, difficult and unclear. Only take 472 if you're really interested in AI.", CS472,"QUALITY
1.0
DIFFICULTY
5.0","Feb 28th, 2003"
Kilian Weinberger,Incredibly engaging lecturer and explains the concepts so clearly! Best CS professor I've had at Cornell, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Dec 13th, 2021"
Kilian Weinberger,Easy class filled with lots of regurgitation and little problem solving, CS5780,"QUALITY
2.0
DIFFICULTY
1.0","Oct 10th, 2020"
Kilian Weinberger,Most enthusiastic professors I have ever seen in my life. Answers every question with patience and is very funny, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Aug 23rd, 2020"
Kilian Weinberger,"Fantastic lecturer who's really passionate about the material. Despite the high number of students, he interacts with students as much as he can. He comes from the industry and since becoming a professor has built around the world a great academic reputation. Couldn't have asked for a better professor. Lots of projects and hard exams, be prepared.", CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jun 21st, 2020"
Kilian Weinberger,Extraordinary lectures!, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jun 10th, 2020"
Kilian Weinberger,Best lectures i have ever heard in machine learning. The way he sets the intuition is simply out of this world. Thank you so much Dr. Weinberger to break these complex algorithms down and make them super easy to understand, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Mar 5th, 2020"
Kilian Weinberger,This class was so tedious, CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Nov 29th, 2019"
Kilian Weinberger,"Context: I've taken most of the Machine Learning classes Cornell has to offer, and this is the very best class Cornell has to offer on the subject. If you *ever* want to do machine learning for a tech company, or even your side project/hustle, then this is the class you should take. No idea why there are so many bad ratings for such a good class.", CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Oct 22nd, 2019"
Kilian Weinberger,Take 4786 to get some real design experience instead of this waste of time., CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Jul 1st, 2019"
Kilian Weinberger,I recommend a more rigorous ML class., CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Jun 19th, 2019"
Kilian Weinberger,Kilian brushes over all the material we need to know for tests and for projects and spends excessive amounts of time on proofs that ultimately teach us nothing., CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Jun 6th, 2019"
Kilian Weinberger,BAD CLASS! BAD PROF!, CS4780,"QUALITY
1.0
DIFFICULTY
3.0","May 26th, 2019"
Kilian Weinberger,Praise the department for putting a different prof in charge of 4780 next year. This was an unbearable class., CS4780,"QUALITY
1.0
DIFFICULTY
2.0","May 20th, 2019"
Kilian Weinberger,"Tests check how many equations you can memorize rather than a fundamental understanding of machine learning. Disorganized lectures. Tedious, buggy assignments. Useless HW assignments.", CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Apr 30th, 2019"
Kilian Weinberger,"Great lecturer, fair tests, and makes the subject seem interesting.", CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Apr 30th, 2019"
Kilian Weinberger,Really bad class, CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Apr 4th, 2019"
Kilian Weinberger,"Professor Weinberger was an entertainer first and a lecturer second. In the end, I forgot all the material the second the final exam ended.", CS4780,"QUALITY
2.0
DIFFICULTY
4.0","Jan 30th, 2019"
Kilian Weinberger,"Prof. Weinberger is an expert on the material and covers a broad field with sufficient depth. There are growing pains to having such a large class size due to the growing popularity of the topic but I learned a lot regardless. Well prepared lecture notes and entertaining, effective demos.", CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jan 21st, 2019"
Kilian Weinberger,"The worst part of the class is feeling intimidated by how hard Kilian says the course is when, in fact, it isn't.", CS5780,"QUALITY
2.0
DIFFICULTY
2.0","Jan 17th, 2019"
Kilian Weinberger,ML with Prof. Kilian was the worst 4000 level CS class I have taken., CS4780,"QUALITY
1.0
DIFFICULTY
3.0","Jan 15th, 2019"
Kilian Weinberger,The best class I have taken at Cornell! An excellent class to develop a strong intuition of ML. Prof Weinberger is an outstanding lecturer; the best I have had in three years at Cornell. He really cares about students understanding the content and he asks students' feedback. More time on DL can make the class even better. Or a separate DL class!, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jan 13th, 2019"
Kilian Weinberger,Ugh this class was so boring., CS4780,"QUALITY
1.0
DIFFICULTY
1.0","Jan 11th, 2019"
Kilian Weinberger,"One of my favorite courses in Cornell. Professor is very funny but teaches the material in a very clear and effective manner. Be prepared for a lot of work, but projects and homework helped with my understanding in ML. Exams are not hard as long as you spend time going through lecture notes. Definitely would love to take another class with Kilian!", CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jan 10th, 2019"
Kilian Weinberger,Pretty awesome course, CS4780,"QUALITY
5.0
DIFFICULTY
3.0","Jan 10th, 2019"
Kilian Weinberger,One of the best classes I have ever taken. The material is challenging but relevant and Kilian teaches in a way that is both comprehensive and captivating. I learned most of the content by reviewing the online lecture recordings (class moves pretty fast and I really benefitted from being able to pause/rewind videos). Come ready to work and learn!, CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Jan 9th, 2019"
Kilian Weinberger,"He covers the core of ML with good intuition and the necessary math rigor. If you want to learn ML, this is a great starting point. As someone with previous ML exposure, I still learned useful ideas in areas I hadn't focused on much (e.g. boosting). Some reviews hype too much tho - very inaccessible prof & altho clear + funny, not very engaging.", CS4780,"QUALITY
4.0
DIFFICULTY
3.0","Jan 9th, 2019"
Kilian Weinberger,This was a disastereous course where I learned more about overfitting than machine learning., CS5780,"QUALITY
1.0
DIFFICULTY
2.0","Jan 9th, 2019"
Kilian Weinberger,I had Professor Weinberger for CS 4780 and he is the best CS professor Ive had at Cornell. His lectures are funny and the material is interesting. The only downside is the course is really challenging. Its hard to keep up unless you do the extea credit as well, CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Jan 9th, 2019"
Kilian Weinberger,"Just an amazing, terrific class. We were genuinely so excited to come to class every week knowing that we would be learning and laughing. It's a feat to take Machine Learning and make it digestible and exciting, but he has taken the time to develop clever and funny analogies and demos and we all really appreciated that! Very sad that it's over!", CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Jan 9th, 2019"
Kilian Weinberger,"I thoroughly enjoyed the course and made it to almost all of his lectures. It was fun. Though i got scared with placement test, the math content turned out to be too easy. I should have worried about my programming instead ... a few of the projects were tough nut( Dual SVM, trees etc.) If you put in expected work, exams are straight forward btw.", CS4780,"QUALITY
5.0
DIFFICULTY
4.0","Jan 9th, 2019"
Andrew Myers,"Myers is very knowledgeable and you can really tell that he cares about his students through the way he carries himself in lecture. It's crazy how much work is in the assignments (200 hours total for me), but the online course notes and TA office hours are a god send. I've never learned this much from a professor and a class before.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","Dec 15th, 2021"
Andrew Myers,"Myers is the best prof I've ever seen. His lecture is always inspiring, and he genuinely cares for his students. TAs, classmates, and just the spirit of the class is amazing. It is a VERY heavy workload class (like a solid 10 hours per week just on coding projects on average), but it will be fun if you love programming.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","Nov 27th, 2021"
Andrew Myers,"Probably the best professor and class ive taken at Cornell. Also the hardest class Ive taken, but the amount you learn is well worth it. The compiler project is no joke and extremely fuffiling.", CS4120,"QUALITY
5.0
DIFFICULTY
5.0","Jun 3rd, 2021"
Andrew Myers,"Prof. Myers' courses are extremely difficult, but his lectures are excellent and you will never learn more in such a short time as in his class. He is also friendly in Office hours, if you have any questions about the course. Take his class if you want to be challenged like never before.", CS2112,"QUALITY
5.0
DIFFICULTY
5.0","May 16th, 2020"
Andrew Myers,"He put in a special effort in remembering everyone's name, and that's really something. Extremely organized lectures. Exams were fair. Projects were hard (120 hours of coding for the whole semester). Lots of fun.", CS2112,"QUALITY
5.0
DIFFICULTY
4.0","Jan 22nd, 2020"
Andrew Myers,"Professor Myers is knowledgeable and his lectures are amazing. He might get a bad rep because his classes are hard, but hes extremely helpful and is always willing to answer your questions either after class or during office hours. And if you cant make it to his office hours, he has a website where you can book an appointment with him.", CS2112,"QUALITY
5.0
DIFFICULTY
4.0","Dec 21st, 2019"
Andrew Myers,Really hard but one of the best teachers I've ever had., CS2112,"QUALITY
4.5
DIFFICULTY
3.0","Apr 19th, 2016"
Andrew Myers,"I love the guy so much. He's a genius. Don't mix up the courses with the teacher. Let's separate the two: Professor Myers is: Well spoken, focuses on big picture, focuses on good programming, understands everything. Nice. The classes he teaches are: honors/heavy duty CS courses at Cornell University. HW is 10+ a week. Lube is advised.", CS2112,"QUALITY
5.0
DIFFICULTY
4.0","Apr 7th, 2016"
Andrew Myers,"2112 is plenty of work, but well worth it if you love CS.", 2112,"QUALITY
5.0
DIFFICULTY
4.0","Mar 30th, 2015"
Andrew Myers,Good teacher. Explains well and helpful if you ask for clarification. Assignments are long but the grading is quite generous., CS2112,"QUALITY
4.5
DIFFICULTY
2.0","Dec 17th, 2012"
Andrew Myers,Lectures were always very clear and interesting and were a good learning experience. Taking the honors course resulted in a hefty load with seemingly unreasonable projects and deadlines. In the end was worth it. Prof. Myers was always very helpful when we had questions as was the rest of the course staff. Take this course if you want a challenge!!, CS2112,"QUALITY
4.0
DIFFICULTY
4.0","Sep 8th, 2012"
Andrew Myers,"This class is simply way too hard. Problem sets in this class are longer and more tedious than comparable 300 level computer science classes, and the TA's grade them in the most anal retentive unforgiving manner possible. Myers is a pretty good lecturer, but don't let him organize the assignments.", COMS211,"QUALITY
3.0
DIFFICULTY
5.0","Apr 5th, 2006"
Andrew Myers,"Nice guy, tries to explain things. Projects are WAY too long!!!!!!", CS211,"QUALITY
3.0
DIFFICULTY
5.0","Feb 23rd, 2006"
Andrew Myers,"Don't take his course if you want an easy ride! His classes are tougher than almost anything else you'll spot in college. And yet, if you need help, he's always there to help. Plus, if you survive the course load, I got more out of his courses than any other class.", CS412CS612,"QUALITY
4.5
DIFFICULTY
5.0","Apr 8th, 2005"
Andrew Myers,"If you like to stay up nights and programming for over 30 hours at a time, have fun with this class. personally i think he's on the crazy side of cs.", CS312,"QUALITY
3.0
DIFFICULTY
5.0","Mar 18th, 2004"
Andrew Myers,Above average teacher but not amazing. He hates C with a passion so do not get into an argument about programming languages with him., CS312,"QUALITY
3.5
DIFFICULTY
2.0","Apr 14th, 2003"
Andrew Myers,"Likes to focus more on the logistics (comments, specifications, etc) of programming rather than the actual code itself. Has very long complicated projects. Class concepts are obtuse and difficult to understand.", CS314,"QUALITY
2.5
DIFFICULTY
5.0","Apr 6th, 2003"
Ken Birman,Was extremely unclear with assignment instructions then would insult students who asked clarification questions saying they aren't smart enough to work at J.P. Morgan. Assignments had no relation to lecture material. Mandated attendance halfway through the semester; people would just sign in and not listen to anything but made prof feel important, CS4414,"QUALITY
2.0
DIFFICULTY
4.0","Dec 24th, 2021"
Ken Birman,Started deducting students 1 percentage point from the final score every time they failed to show up to class. Lectures weren't related to assignment materials. Seems to think that students are lazy for not showing up to lectures., CS4414,"QUALITY
2.0
DIFFICULTY
3.0","Oct 19th, 2021"
Ken Birman,"Good class and professor. Has plenty experience and relevant stories to share. Lectures were fairly interesting. First time course so there were only a few assignments and quizzes, but useful.", CS4414,"QUALITY
4.0
DIFFICULTY
3.0","Mar 4th, 2021"
Ken Birman,"He seems like a nice guy who really wants students to learn a lot from his class. However, he comes off as very arrogant when answering questions, and is extremely unclear with assignment requirements. He changed the requirements of an assignment after many people had started it, but he blamed students for being lazy. Lots of errors in slides also.", CS4414,"QUALITY
2.0
DIFFICULTY
2.0","Nov 23rd, 2020"
Ken Birman,The lectures felt very dense sometimes. But I walked away with a strong grasp on important concepts in cloud computing. The professor was also really nice and went out of his way to help students during covid which was really nice of him., CS5412,"QUALITY
4.0
DIFFICULTY
2.0","Oct 7th, 2020"
Ken Birman,"Ken is a giant of the field. He was light-years ahead of his contemporaries in the 80s and 90s, and came up with the foundational systems that run Internet services today. He's responsible for not one but two paradigm shifts (Virtual Synchrony and Gossip) in distributed computing. I am still applying things I learnt in 614 in industry years later.", COMS614,"QUALITY
5.0
DIFFICULTY
5.0","Apr 14th, 2019"
Ken Birman,"The worst professor I have ever met. Not friendly helping students, but only expect students to find solution all by themselves even suggesting you to read tough paper or try yourself for over 10 hours instead of giving you a hint or answer in 10 seconds. Poor professor.", CS5412,"QUALITY
1.0
DIFFICULTY
5.0","Mar 21st, 2015"
Ken Birman,"Not someone I would want to be friends with. Very arrogant, not helpful. The class is doable but projects do not relate to lecture.", CS2110,"QUALITY
2.5
DIFFICULTY
4.0","Apr 27th, 2014"
Ken Birman,"He is an ok professor but it is not easy to follow his logic in lectures since he spends a lot of time talking about himself and his own research. Exam questions were somewhat unclear and it is not always easy to understand what is required from the student. In his course, prelims are very heavily weighted while assignment almost have no weight.", CS2110,"QUALITY
2.0
DIFFICULTY
4.0","Dec 9th, 2013"
Ken Birman,I really liked him. He gave most of the lectures. Seemed to genuinely care about teaching. I wish there had been more variety to the projects though., CS2110,"QUALITY
4.5
DIFFICULTY
2.0","Dec 6th, 2013"
Ken Birman,The class overall is very interesting and can be fun if you enjoy Java and learning object-oriented programming. I found Birman's lectures quite boring and dull and ended up learning most of the material on my own time by reading the lecture notes that were put online. You probably would not need to attend class., CS2110,"QUALITY
2.5
DIFFICULTY
2.0","Oct 27th, 2013"
Ken Birman,"This class was very poorly designed. The Exams, Lectures, and Codding assignments were three disparate entities. There was a ton of support from TA's and lots of Office hours. Birman had this incredibly pretentious attitude in his lecturing that evinces his arrogance.", CS2110,"QUALITY
1.5
DIFFICULTY
5.0","Jun 8th, 2013"
Ken Birman,Awesome professor. Lectures were extremely interesting; he did a great job explaining the material. You can tell he loves teaching., CS2110,"QUALITY
5.0
DIFFICULTY
2.0","May 15th, 2013"
Ken Birman,Very well constructed and interesting lectures. Prof. Birman was very helpful to anyone who needed it., CS5412,"QUALITY
5.0
DIFFICULTY
2.0","May 9th, 2012"
Ken Birman,If you need help beyond the lectures see the TA not Birman, CS2110,"QUALITY
3.0
DIFFICULTY
3.0","Nov 13th, 2010"
Ken Birman,"He's a pretty nice guy, but only if you establish yourself early as someone who is there to learn and not simply sit in lecture bored all day. He can be arrogant at times, but his lectures are clear, at least. The TAs help out a lot. The assignments have nothing to do with what you're learning in lecture, so start early.", CS2110,"QUALITY
2.5
DIFFICULTY
4.0","Sep 24th, 2010"
Ken Birman,"On the surface, Prof. Birman seems to be an excellent and engaging professor. His lectures are fairly clear, and assignments are challenging but fair. However, as the semester progresses, a different side of him begins to show. He is highly condescending and egotistical. If you're an undergraduate, HE DOES NOT CARE ABOUT YOU. That's it.", CS2110,"QUALITY
3.0
DIFFICULTY
2.0","Jan 26th, 2010"
Ken Birman,"The lectures were vague and not related to the material that we were tested on. The example code given in class or on quizzes was wrong on multiple occasions. And Birman's arrogant attitude did not help matters. While Birman was at one point a key player in his area, he has not stayed current in a changing field", CS2110,"QUALITY
1.5
DIFFICULTY
2.0","Dec 6th, 2009"
Ken Birman,The worst professor ever solely based on his condescending nature and ego. So what if he is a major player in any field.. most professors care about their students and is not only trying to fulfill a teaching requirement., CS414,"QUALITY
2.0
DIFFICULTY
3.0","Feb 5th, 2009"
Ken Birman,"Very caring towards students and easily approachable. Can be vague in classes but in person great, and an important player in his field.", CS414,"QUALITY
4.0
DIFFICULTY
1.0","Oct 26th, 2008"
Michael Clarkson,"Clarkson is the only professor I've ever rated a 5 and easily my favorite at Cornell by far. Not only is he so accommodating, but he also gives engaging lectures and ensures that help is always available. CS3110 has been my most difficult yet rewarding class.", CS311O,"QUALITY
5.0
DIFFICULTY
4.0","Jan 6th, 2022"
Michael Clarkson,"Honestly, the best prof I've ever had. Prof. Clarkson truly and genuinely cares about his students, and he loves OCaml. I'd take 3110 over and over again if I could because it's such an incredible class.", CS3110,"QUALITY
5.0
DIFFICULTY
3.0","Sep 27th, 2021"
Michael Clarkson,Really great professor! Would love to take his class again (this semester 3110), CS2110,"QUALITY
5.0
DIFFICULTY
4.0","Sep 3rd, 2021"
Michael Clarkson,"Awesome prof. Actually goated. Made online learning not only doable but also enjoyable. He's also genuinely passionate about functional programming and now I feel like I understand it's strengths and pitfalls exceptionally well. You can't skip this class anyway if you're a CS major but to allay your fears about him, he's a great prof", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Jul 30th, 2021"
Michael Clarkson,"Phenomenal professor and phenomenal class. Clarkson made online learning so much fun. Every part of the course was so well done. The lectures, assignments, and projects were all extremely interesting and extremely educational. So much respect for Clarkson.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 24th, 2020"
Michael Clarkson,"Very clear and easy to understand lectures. Funny and nerdy. Very understanding and sympathetic in COVID times. In my experience (and in the experience of a couple of friends), can come across curt in emails (not as much in Campuswire posts, but increasingly so as the semester goes on). Textbook used but necessity is arguable.", CS3110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 23rd, 2020"
Michael Clarkson,"Professor Clarkson is very knowledgable, but his classes are pretty difficult.", CS3110,"QUALITY
5.0
DIFFICULTY
5.0","Dec 8th, 2020"
Michael Clarkson,Great professor and learned a lot from his lectures. Was also very accomodating when we transitioned online., CS2110,"QUALITY
5.0
DIFFICULTY
2.0","Aug 16th, 2020"
Michael Clarkson,"Attendance isn't exactly mandatory but I found going to lecture helpful. Class was medium difficulty for me because while assignments are easy, I consistently perform below the mean on exams (final is now mandatory btw). Clarkson is extremely clear, easy to understand, friendly, and nerdy (like D&D kind of nerdy).", CS2110,"QUALITY
4.0
DIFFICULTY
3.0","May 22nd, 2020"
Michael Clarkson,He is so great!, CS2110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 7th, 2020"
Michael Clarkson,"Prof. Clarkson is very intelligent and humorous. The assignments are great and fun and are of acceptable difficulty. I learned so much in his class, although I have to admit that I sometimes felt sleepy during the lecture:) Also, it's extremely hard to get an A... even if you are above the median of A range.", CS3110,"QUALITY
5.0
DIFFICULTY
3.0","Feb 6th, 2020"
Michael Clarkson,"I learned so much from his course, it blew my mind. I didn't appreciate the difference between just knowing how to code and actually understanding the principles of cs before taking this course.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Sep 11th, 2019"
Michael Clarkson,"Michael Clarkson is the best professor I've had at Cornell. He knows OCaml like the back of his hand, and unlike several other professors, he can explain the material in a very straightforward and interesting way. I highly recommend taking this class with Clarkson.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Aug 21st, 2019"
Michael Clarkson,Simply not the best., CS3110,"QUALITY
1.0
DIFFICULTY
3.0","Dec 14th, 2018"
Michael Clarkson,"He's the best professor I've ever had. In my entire life. Like, seriously. You have /no/ idea.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 7th, 2018"
Michael Clarkson,Great lecturer., CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 23rd, 2018"
Michael Clarkson,HE IS THE BEST, CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 7th, 2017"
Michael Clarkson,"The material is very well structured and very, very detailed. The workload is heavy, but this has been my favorite class so far in Cornell.", CS3110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 5th, 2017"
Michael Clarkson,"Great lecturer with a passion for functional programming and even more so for teaching. Plays a different song related to the class topic each day, and then made a playlist available on spotify at the end of the year. Some lectures he comes dressed in costumes and makes the lectures very fun and engaging, as well as very easy to follow.", CS3110,"QUALITY
5.0
DIFFICULTY
3.0","Apr 20th, 2017"
Donald Greenberg,"He covers a wide range of material very quickly, and the lectures can be very technical and complicated at times. However, he is incredibly inspirational. His passion for learning and teaching is amazing, and he wants to instill this passion in his students. His knowledge and experiences are incredible. Take a class with him if you can!", ENGRI1620,"QUALITY
5.0
DIFFICULTY
4.0","Oct 30th, 2020"
Donald Greenberg,Very friendly and inspirational. Though the lecture is sometimes unclear., CS1620,"QUALITY
3.5
DIFFICULTY
2.0","Jan 31st, 2015"
Donald Greenberg,"High marks on all assignments, low grade on class. Unpredictable.", CS1620,"QUALITY
2.0
DIFFICULTY
2.0","Apr 1st, 2014"
Donald Greenberg,A gem of a professor, ENG101,"QUALITY
5.0
DIFFICULTY
4.0","May 26th, 2012"
Donald Greenberg,animation rocks... greenberg changed my life!, ART372,"QUALITY
5.0
DIFFICULTY
3.0","Dec 20th, 2005"
Donald Greenberg,Doesn't explain things enough., CS417,"QUALITY
2.0
DIFFICULTY
4.0","Jun 10th, 2005"
Donald Greenberg,Awesome awesome class, CIS518,"QUALITY
5.0
DIFFICULTY
5.0","Sep 25th, 2004"
Donald Greenberg,"Interesting class, but not very well organized. Greenberg is a nice guy though.", CS417,"QUALITY
3.5
DIFFICULTY
3.0","Sep 8th, 2003"
Donald Greenberg,great class (Interactive Computer Graphics), CS417,"QUALITY
4.0
DIFFICULTY
2.0","Mar 26th, 2003"
Donald Greenberg,"Very nice guy and incredibly knowledgeable, but not the greatest explainer", COMS417,"QUALITY
3.5
DIFFICULTY
4.0","Feb 11th, 2003"
Donald Greenberg,No Comments, ENG,"QUALITY
1.0
DIFFICULTY
5.0","Jan 30th, 2003"
Eva Tardos,"The assignments were hard at times but not unreasonably so. The textbook was written by Tardos (and others) specifically for this course, and the explanations are outstanding. The exams are manageable since the questions are similar to homework questions.", CS4820,"QUALITY
5.0
DIFFICULTY
3.0","Apr 25th, 2020"
Eva Tardos,"Professor Tardos is not a very clear speaker due to her heavy Hungarian accent. However, she is very willing to reexplain anything she says during lecture. Sometimes, she will gloss over material that she thinks you know, but, again, she will clarify anything needed. The homeworks are pretty easy; however, they can be poorly written and confusing.", INFO2040,"QUALITY
3.5
DIFFICULTY
1.0","Dec 16th, 2012"
Eva Tardos,"pretty decent prof. A little confusing at times, but very approachable and willing to help. However, her Homeworks are frustrating, as many problems are vague/poorly worded. Overall decent/pretty easy class.", ECON2040,"QUALITY
4.5
DIFFICULTY
2.0","Nov 17th, 2011"
Eva Tardos,"Worst professor at Cornell, can barely understand what she is saying and the problem sets were so terribly written and difficult to understand. I felt like it was an easy class that I just could not understand at the same time. I was much more confused after listening to lecture than before it. Terrible class, worst I have ever taken. Hate it.", ECON2040,"QUALITY
1.0
DIFFICULTY
3.0","Nov 8th, 2011"
Eva Tardos,"Overall decent teacher. Somewhat unclear at times in lecture, but very friendly/approachable/nice person.", ECON2040,"QUALITY
4.5
DIFFICULTY
3.0","Nov 1st, 2011"
Eva Tardos,I really like her. She knows her material very well and she is extremely helpful during her office hours. She also seem to be very concern about students' well being as well., COMS681,"QUALITY
4.5
DIFFICULTY
4.0","May 11th, 2005"
Eva Tardos,"Seems like she might know the material, but is very bad at teaching it. Isn't clear in lecture, and is bad at being precise a lot of the time on both homework questions and on examples, which is bad for a course that is in large part a logic course. Sounds like she's better in the higher courses.", COMS280,"QUALITY
1.5
DIFFICULTY
4.0","Mar 4th, 2005"
Eva Tardos,A good teacher once you get used to her accent and handwriting. Very willing to help students during her office hours., CS481,"QUALITY
4.5
DIFFICULTY
4.0","Dec 24th, 2004"
Eva Tardos,No Comments, CS681,"QUALITY
5.0
DIFFICULTY
2.0","Dec 18th, 2003"
Eva Tardos,No Comments, COMS681,"QUALITY
5.0
DIFFICULTY
3.0","Nov 20th, 2003"
Eva Tardos,No Comments, 681,"QUALITY
3.5
DIFFICULTY
2.0","Nov 17th, 2003"
Paul Chew,HORRIBLE. Unbelievably bad. This is what I'm spending 200K on? How shameful..., CS211,"QUALITY
2.0
DIFFICULTY
3.0","May 16th, 2011"
Paul Chew,He was clear in lecture and he made learning CS for the first time fairly easy. The MATLAB projects are easier than the ones for the Java part of the course., CS100M,"QUALITY
4.0
DIFFICULTY
3.0","May 17th, 2007"
Paul Chew,"He just talks about the examples from the book directly, not the concepts nor the way of thinking. Don't raise questions in class; he will not be able to answer them.", CS482,"QUALITY
1.0
DIFFICULTY
3.0","Apr 23rd, 2007"
Paul Chew,Good Class. Projects were well defined., CS211,"QUALITY
4.5
DIFFICULTY
2.0","Feb 14th, 2007"
Paul Chew,"Pretty bad lecturer, didn't seem to recognize the slides. Might want to read them over before class! Obviously smart, but ill prepared.", CS211,"QUALITY
1.0
DIFFICULTY
1.0","Jan 2nd, 2007"
Paul Chew,"Chew taught the MATLAB portion of this course, and I enjoyed his lectures. The course is very challenging if you've had no prior programming experience.", CS100M,"QUALITY
4.0
DIFFICULTY
4.0","Apr 6th, 2006"
Paul Chew,"I found Chew uninspiring, and uninspired, but he knows his stuff, and delivered his lectures competantly. He's not a star lecturer, but you shouldn't go out of your way to avoid him.", COMS482,"QUALITY
3.0
DIFFICULTY
3.0","Jan 14th, 2006"
Paul Chew,"Professor Chew sucks. He skips by his lecture slides without explaining anything. He probably expects all his students to be CS majors who knows this stuff already - well not me! (I had CS100j with Gries, so I'm probably below par...) The lecture notes themselves weren't that clear either, so self-study doesn't really help...avoid him!", CS211,"QUALITY
1.0
DIFFICULTY
5.0","Nov 19th, 2005"
Paul Chew,"If you're good at theoretical CS this class is amazing, and this professor is great. He really cares and explains really well. Having said that if you are bad at the theoretical stuff then this class is going to hurt like no other. Great material, impossible for me. Other people find it really easy.", CS482,"QUALITY
5.0
DIFFICULTY
4.0","Apr 13th, 2005"
Paul Chew,"excellent teacher, noble guy.", CS280,"QUALITY
5.0
DIFFICULTY
3.0","Sep 6th, 2004"
Paul Chew,Very cool guy. I want his job (he teaches one 1-credit class one semester a year). This class is pretty hard though. Our second assignment was to write a compiler., CS212,"QUALITY
5.0
DIFFICULTY
4.0","Mar 9th, 2004"
Claire Cardie,"Prof Cardie is a leading NLP researcher, a very good instructor, and a caring person. I took the introduction to NLP class. The class itself was super interesting and the staff does a very good job at breaking down a very complex and ever changing subfield of CS. A must take!", CS4740,"QUALITY
5.0
DIFFICULTY
4.0","Jan 11th, 2022"
